,id,title,review,score,sentiment
480,17998234,나이트메어 앨리,다 좋은데 왜 그렇게 포스터에 가오를 잡아가지고 괜히 기대를 부풀려놓나 아니었으면 만점을 줄 수도 있었다,8.0,1
481,17998233,더 배트맨,취향때문에 재미없는건 어쩔수 없는데 슈퍼히어로 영환줄 알고 본거면 이거 봤다고 하거나 혹평은 하지 말자,10.0,1
482,17998232,로보캅,폴 버호벤의 년 작품에서 철학은 다소 덜어냈지만 시대에 맞는 감각과 세련미를 덧붙이다,8.0,1
483,17998231,열한번째 엄마,넷플릭스에서 애들과 함께 같이 보네요애들이 아빠 고맙다고 ㅠㅠ저런집에 안태어나서 다행이라고 ㅠㅠ,10.0,1
484,17998230,인투 더 애쉬,너무 재미없다 긴박감이 없고 지루하며 뭘 하는건지 전혀 알 수 없음,2.0,0
485,17998228,유어 러브 송,대만 영화 한국에서 개봉 많이해서 좋은데스토리는 다소 아쉽다맥락 없는 전개 당황스럽다그래도 만년이 지나도 변하지 않는게 있어보다는 봐줄만하다,6.0,0
486,17998227,더 배트맨,새내기 배트맨의 모습을 보는듯한 느낌 나쁘지 않았다,9.0,1
487,17998226,안녕?! 오케스트라,음악이 주는 치유의 힘을 느낄 수 있습니다,10.0,1
488,17998225,언포기버블,나라면 동생을 위해 저렇게 희생할 수 있었을까 괜찮은 감동의 영화였다,8.0,1
489,17998224,서유기 2 - 선리기연,지금 다시봐도 재미있는 명작,10.0,1
490,17998223,문폴,그냥 영화관에서 스케일에 볼만한 재난영화,8.0,1
491,17998222,더 바디,음 좀 예상가능해서 지루했음,6.0,0
492,17998221,더 배트맨,로버트패티슨의 배트맨 연기 좋았어요,10.0,1
493,17998220,더 배트맨,망작이더라,4.0,0
494,17998219,스펜서,연기신 크리스틴 사랑해,10.0,1
495,17998218,도굴,이게점대영화 ㅋㅋㅋ 수준하고는 ㅋㅋ신혜선말고는볼거없다 ㅋㅋ,2.0,0
496,17998217,더 배트맨,무겁고 화가난 배트맨 희망의 상징으로,7.0,0
497,17998216,애덤 프로젝트,래이놀즈 입터는 연기는 역시역시데드풀데드풀ㅎㅎㅎ,9.0,1
498,17998214,박열,역사를 잊은 민족에게 미래는 없다,10.0,1
499,17998213,달은... 해가 꾸는 꿈,주연인 이승이과 나현희의 연기 빼고 감독 연출이나 스토리 까지 좋았다내가 명의 관객중 한 명이었다니,6.0,0
500,17998212,이상한 나라의 수학자,영화처럼 수학이 아름다운 나라가 되었으면 좋겠다는 꿈을 꾸어 봅니다,10.0,1
501,17998211,문폴,재밌게 몰입해서봤습니다 재미없다고하는사람들이있는데 그런사람이 만들면 더재미없을거야,10.0,1
502,17998209,해적: 도깨비 깃발,너무 기대가 컷나  실망도 크네,2.0,0
503,17998207,더 배트맨,블레이드 러너의 몽환적인 안개 속에서 호기롭게 조디악을 출범시키나 수수께끼가 풀리는 순간 템포가 급격하게 떨어지고 만다,6.0,0
504,17998206,문폴,조금 전 보고왔네요ㅎㅎㅎ 중국 자본ㅎㅎㅎ,2.0,0
505,17998201,해바라기,유명한 밈들때문에 봐야될 영화리스트억 넣어놓고 년이지난 지금 처음봤는데 진짜 왜이걸 이제야 봤나싶을 정도의 명작이었다  지금시대에 개봉했으면 천만넘었을듯 ㅜㅠ,10.0,1
506,17998200,시라노,이성적으로 본다면 답답할지도 모르지만 감성적인 면에서 많은 것을 충족해주는 담담하지만 격정적인 영화 한번쯤 더 보고 싶네요 ,10.0,1
507,17998199,나일 강의 죽음,장황설로 캐릭터와 관계성을 때워버린 대가,5.0,0
508,17998198,더 배트맨,개인적인 요약 평  가짜 광기,2.0,0
509,17998197,메리 미,오랜만에 이런 가벼운 로코봐서 좋았는데 도 기억에남음,10.0,1
510,17998196,이상한 나라의 수학자,역시 최민식 연기는 최고였지만 학생 역활 했던 배우들의 연기는 겉돈다는 느낌을 받았습니다 약간에 억지 스러움과 개연성이 좀 떨어지는 듯한 수학남북부성애사교육비리 감독이 전하고자 하는 포인트는 알겠는데 너무 짬뽕 느낌이라 집중이 잘 안됐습니다 기대를 너무 많이 했을까요 여튼 수학이라는 새로운 주제는 좋았습니다,4.0,0
511,17998194,1987,누구나 알고 있는 역사의 재현 영화라 뻔하다고 생각했는데 이렇게 큰 울림을 줄지는 몰랐네요,10.0,1
512,17998193,더 배트맨,드디어 제대로된 배트맨이 나왔다 나에겐 다크나이트 이상이다,10.0,1
513,17998192,문폴,문폴 후 이걸 왜 봤지,1.0,0
514,17998191,이상한 나라의 수학자,최민식 배우님의 연기가 돋보여서 더 몰입하여 볼수있었습니다  다른 배우들과의 케미도 좋았고 음악과 영상미도 최고였습니다 ,10.0,1
515,17998187,아저씨,인생영화 년전인데 이 영화에서 안촌스러운건 원빈밖에 없네 원빈만 안촌스러워 캬 원빈 진짜 멋있다,10.0,1
516,17998186,해바라기,번은 본것 같은데 자가 격리 마지막날 생각 나서 다시 보는데 잼있다역시 명작이다,10.0,1
517,17998185,킹메이커,개 같은 시절 개싸움판의 브로맨스,6.0,0
518,17998184,기적,초반 정민과 수경 케미보다가 중 후반은 이수경 때문에 끝까지 봤음,8.0,1
519,17998183,웃음 소리,지난 년간 남정임의 영화는 유투브로 다 봤는데 웃음소리는 최근 올라와 남정임의 내면 연기를 볼수있어 좋았네요,10.0,1
520,17998181,하우스 오브 구찌,레이디가가 연기 정말 잘함 근데 저렇게 짜리몽땅한지 몰랐음,8.0,1
521,17998180,메리 미,유쾌하고 가볍게 보기 좋은 영화입니다,9.0,1
522,17998179,스파이더맨: 노 웨이 홈,위대하다  소름이 끼친다 청춘을 선물받은 기분,10.0,1
523,17998178,유어 러브 송,기대 이하이나 그럭저럭 볼만은 합니다,6.0,0
524,17998177,스펜서,주연 배우의 연기력이 일품입니다,10.0,1
525,17998176,인민을 위해 복무하라,이 영화 뭥미 진짜 야한 장면 보면서도 지루하다 못해 그만 보고싶었는데 돈 아까워서 봄 여주 대사톤 믿기힘들정도로 어색하고,2.0,0
526,17998175,더 배트맨,베트맨은 역시 특유의 다크한분위기지,10.0,1
527,17998174,더 배트맨,배트맨의 옷을 입고있는 탐정  자경단의 모습,8.0,1
528,17998171,나이트메어 앨리,평범한 이야기충분히 예상된 결말  그래도 흥미로운,7.0,0
529,17998168,문폴,화려한 영상미 차광고 억지감동 재난외계인 둘중하나에만 집중했으면 좋았을듯벼랑위의 포뇨 번째볼때 이후로 처음 잠듬,2.0,0
530,17998166,더 배트맨,히어로 드라마 멜로 액션 스릴러 장르 관점으로는짬뽕 된 느낌 어느 하나로 특출나게 시원하게 카타를 느끼게 해주는 건 없어서 아쉽지만 평균 관람 느낌은 좋았어요 스토리는 뭐 뻔하다면 시원한 액션과 볼거리를 아니면 예측하기 쉽지 않은 추리와 조여드는 심리적 긴장감 둘 중 하나가 충족 되지 않은약간 아쉬운 액션 약간 모자른 추리 스릴러 약간 아쉬운 연출 스포입니다만 마지막 두갈래 길로 갈라져가는 두대의 오토바이 다크히어로의 고뇌와 멜로를 표현하는 장면으로는 너무 예상 되기도 했고 더 나음 방향이 있지 않았을까 하는 워낙 히어로물을 좋아하고 마블이든 든 가리지 않지만 오각형 평균 치를 따졌을때 한곳이라도 뛰쳐 나가지 않는 것은 아쉽 도 쏟 가슴으로 와닿지 않았네요 총평  제일 아쉬운건 영화           나머진 평균적으로는 좋았던 영화,8.0,1
531,17998160,문폴,볼만했습니다 재난영화는 무조건 보세요 한국산 쓰레기영화는 보지마시고,8.0,1
532,17998158,레벤느망,소재에 대한 공감대가 적다면 초중반부까진 좀 지루할 수도 있지만 고립무원의 상황에 놓인 인간에 대한 진진한 묘사란 특유의 미덕이 빛을 발하는 후반부로 치달을수록 영화보는 맛이 느껴지는 작품,7.0,0
533,17998157,더 배트맨,배트맨이 어둠 속에서 빛으로 나와 영웅이 되는 과정,9.0,1
534,17998156,프라미싱 영 우먼,사회를 바른 길로 이끄는 예술작품,10.0,1
535,17998155,삼손,아들과 성경을 읽다가 사사삼손에서 큰 감동을 받은 초등아들 종일 삼손의 활약을 되뇌이며 얘기하는 걸 보고 어릴적 본 삼손과 들릴라 영화가 생각나서 찾다가 근래에 나온 삼손을 함께 보게 되었네요 삼손의 인간적인 면이 더해져서 더 감동적으로 봤습니다 너무 재미있네요 혹시 마지막 장면에 등장하는 다윗편도 나왔는지 찾아봐야겠어요 아들맘들께 적극 추천합니다,10.0,1
536,17998154,더 배트맨,러닝타임이 짧게 느껴졌습니다다음편이 기대되네요,10.0,1
537,17998153,기적,마지막에 솔로는 서러워서 사나ㅠㅠ,10.0,1
538,17998151,스파이더맨: 노 웨이 홈,평점이 높길래 봤는데 생각보다 너무 별로다 스토리 답답 내용도 뭐 별거없고,2.0,0
539,17998150,나이트메어 앨리,고급스럽고 때깔 좋다 재밌음,10.0,1
540,17998149,"봄, 눈",한국영화를 보지않는 이유윤석화연기는 감동이 없다시간아깝다,1.0,0
541,17998148,문폴,로보면굉장히좋았을듯하네우주여행을미리보는듯한기분도낼수있고,10.0,1
542,17998147,스펜서,크리스틴 스튜어트의 연기가 매우 좋았지만 전체적으로 연출이 매우 뛰어났습니다,8.0,1
543,17998146,스펜서,예쁜 의상을 보는 재미가 있었으나 전개속도는 호불호가 좀 갈릴 것 같다,7.0,0
544,17998145,쓰리 빌보드,최고라는 말밖에 무슨말이,10.0,1
545,17998144,"틱, 틱... 붐!",완벽한 필름 앤드루 가필드의 연기는 정말 대단하다 그간 배우로서 지내온 삶의 시간들이 그런 표현들을 만들어냈겠지 숨 턱 막히는 뜨겁고 벅찬 감정들이 쉴새없이 밀려와 복잡하게 솟구쳐댔다 앤드루 가필드의 모든 연기와 수영장 씬의 연출이 특히 인상깊었다,10.0,1
546,17998143,선생 김봉두,자극적이지도 밍밍하지도 언제든 그자리에서 찾아가면 그자리에 있을 남들은 모르겠지만 나는 아는 그런 숨은 맛집같은 그런 영화,10.0,1
547,17998142,극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,그려그려그려그려슥슥슥슥그려그려살도 재밌게 봅니다,10.0,1
548,17998141,이상한 나라의 수학자,처음 혼자영화봤는데 너무 잘봤습니다,10.0,1
549,17998140,샹치와 텐 링즈의 전설,마블은 엔드게임에서 엔드됨 돈 욕심에 양조위도 엔드ㅎ 마블의 백인위주 영웅에서 타인종 영웅빌린 우려먹기 망작 시리즈 짱개스런 졸라 유치단순 스토리 배속넘기기로 봐도 뻔한 결말ㅋ,2.0,0
550,17998139,문폴,우주를 다시 볼수 있었네요,10.0,1
551,17998136,디 아워스,여성들이 아닌 인간들의 이야기,8.0,1
552,17998135,극장판 주술회전 0,지루하지 않고 긴장감있게 볼 수 있습니다,10.0,1
553,17998134,문폴,차라리 를 한번더보세요개연성이라곤 없는 영화,1.0,0
554,17998133,문폴,인터스텔라의 후속작본듯한 최고몰입도 강추,10.0,1
555,17998132,이상한 나라의 수학자,약하다재료가 적다영화는 재밋다만든 감독에게만,1.0,0
556,17998131,문폴,이 감독 팬이면 무조건 재밌게 볼 수 있음 하지만 여전히 전혀 안어울리는 중궈 끼워 홍보하기가 옥의 티임 그밖의 무슨 인과성 이런거 욕하는 사람들 있는데 놀란 감독님 영화로 눈들이 너무 높아진 듯ㅋㅋ 에머리히 감독님 영화는 원래 정석 재난 할리우드 공식으로 가는겁니다,10.0,1
557,17998129,스파이더맨: 노 웨이 홈,마블은 엔드게임에서 엔드됨ㅎ 이전 빌런들을 개연성 업이 굳이 개과천선 시키려는 무리수와 권선징악의 뻔한 결말을 위한 억지설정  친구의 영화 곳곳 짜증나는 발목잡기 큰엄마란 여자의 뜬금없는 책임타령과 죽음 나노수트는 대가리만 복구안됨ㅋ 다음편엔 계약만료 됬다니 대 스파이더맨으로 다시 교체뀔듯 바이 톰ㅎ,2.0,0
558,17998128,리코리쉬 피자,자다가 깨다가주인공 매력 없어서 집중이 너무 안 됐어요그래요죄송합니다,1.0,0
559,17998127,스펜서,색감 연출 음악 연기가 정말 좋았다 음악과 연출이 극중 다이애나가 느끼는 압박감과 우울감을 정말 잘 표현해준다 크리스틴의 연기도 훌륭하다,10.0,1
560,17998125,문폴,중국사람이  남을 돕는설정이 최고의 적 요소인듯 합니다,2.0,0
561,17998123,블루 재스민,배우의 연기가 돋보이는 영화에요리플리도 잠깐 보이고,10.0,1
562,17998122,문폴,재밌게 잘봤어요,7.0,0
563,17998121,더 배트맨,어둠속의 한줄기 빛 패터슨 연기 좋앗음,9.0,1
564,17998120,머니백,우리집 음식물쓰레기 봉투같은영화온갖 식재료가 다 들어있지만 차마 먹을수는 없는,1.0,0
565,17998119,문폴,스토리가 왔다갔다 별로임,2.0,0
566,17998118,해적: 도깨비 깃발,볼만합니다,2.0,0
567,17998116,더 배트맨,시간가는줄 몰랐어요간만에 재미있는 영화봤네요,10.0,1
568,17998113,미드웨이,영상미라니 영상이 나는 다라고 외쳐서 보기기 힘들지경인데,2.0,0
569,17998112,프레데터스,물로 괜찮은데 평점 왜 이럴까요 ㅋㅋ,10.0,1
570,17998111,나는 전설이다,몇번을 봐도 수작 결말 때문에 감독판만 본다,10.0,1
571,17998110,이상한 나라의 수학자,정답보다 과정이 중요하다,5.0,0
572,17998109,인비저블 게스트,기승전결 확실 깔끔하게 마무리까지 완벽 그 자체 너무 재밌게 봤어요,10.0,1
573,17998108,화산고,시대를 잘못 만났군,6.0,0
574,17998106,아메리칸 셰프,무난한 힐링영화생각없이 보기좋다,8.0,1
575,17998105,스펜서,년도 크리스마스 이브부터 크리스마스당일 그리고 그 다음날까지의 다이애나시점으로 그려지는 스토리이다다이애나의 고향이 배경이다시종일관 다이애나의 불안하고 괴로운 심리묘사를 크리스틴 스튜어트가 잘 표현해 냈다그녀의 연기는 물이 올랐다,10.0,1
576,17998104,아라한 장풍대작전,주성치타란티노류승완,7.0,0
577,17998103,톰보이,사랑스러운 자매의 모습이 너무 이쁘다영화가 너무 매트하긴 한데 호들갑스럽지 않아서 좋다  별 거 아니라고 말해주는 것 같아 편하다사건은 조용히 흘러가지만 영상 속 색들은 발랄하게 수다스럽다,8.0,1
578,17998102,기적,봉화쪽 사투리는 했니껴 안했니껴 하잖니껴 이랬니껴 껴가 들어간다 안듣노 치아라 이런거 안씀 특히 억양이 경북쪽 억양이 아니고 부산쪽이라 아쉽다,6.0,0
579,17998101,기적,이거 찐이네요 너무 감동적이고 슬퍼요,10.0,1
580,17998100,안테벨룸,뻔한 결말 반전도 없음 휴대폰 나올때부터 예상,4.0,0
581,17998099,문폴,롤랜드 에머리히감독은 정말 대단하다기필코 외계인 달기지건설 음모론을 영화로 만들다니연기파배우 패트릭 윌슨과 할리 베리는 선물과도 같다,10.0,1
582,17998098,폭격,지금까지 웬만하면 저급 영화만 평점 달았는데처음으로 진심 점 주러 옴,10.0,1
583,17998097,클래식,명작인데 조승우 손예진빼고 다연기를못해서아쉽다,10.0,1
584,17998096,내일의 기억,기대없이 보았는데반전과 구성등볼말하네요,9.0,1
585,17998095,주디,가슴이 막막한 영화       ,10.0,1
586,17998094,맨 인 더 다크 2 ,십노잼 보지마라했다내가,1.0,0
587,17998093,킹메이커,이게 잼있냐 으웩 토나와,1.0,0
588,17998092,어 굿 맨,시시콜콜 따지기엔 큰틀에서 좋았다음악도 넘조은데정보는 왜 찾고찾아도 없는것인가ㅠㅠ,10.0,1
589,17998091,더 배트맨,암울하지만 세시간이 아깝지않다,8.0,1
590,17998090,극장판 주술회전 0,잼민이 한정 애니,1.0,0
591,17998089,메리 미,명작 로맨틱 코메디 영화 노팅힐이 떠오른 영화,9.0,1
592,17998086,극장판 귀멸의 칼날: 무한열차편,중간중간 눈물 나올 뻔 한 장면들이 있었다 마지막에 멧돼지 머리가 자기도 울면서 울지말라고 지나간 것은 잊고 수련이나 하라고 할 때 울컥했다가 노랑머리한테 박치기 하고나서 체크무니한테 연속펀치하는 거 보고 웃음이 나왔다 렌고쿠가 엄마한테 인정받고 기분좋게 죽어서 다행이란 생각이 들었고 네츠코가 귀여웠다 귀칼이라는 거를 처음 봤는데 렌고쿠가 죽은 소식을 전해들은 지들도 악당처럼 살벌하게 생긴 애들이 오니를 꼭 죽인다고 하니까 되게 기대되고 맘에 들었다 렌고쿠도 뭔가 눈하며 생긴게 악당처럼도 생겼는데 그런 애가 우리편이라는게 나는 더 재미를 느꼈다 무섭게 생긴애랑 착하게 생긴애가 싸우는 것보다 무섭게 생긴애랑 착하게 생긴애가 싸우는게 훨씬 흥미진진하고 전에 보지 못한 류 같아서 다른 편들도 찾아보고 싶은 마음이 생겼다 보는 내내 별 거 없네하다가 와 미쳤다 의 반복이었던 것 같다 특히 체크무늬가 꿈 깨려고 계속 자결하고 있다는 걸 알았을 때 울컥하고 멋있었다,9.0,1
593,17998087,극장판 귀멸의 칼날: 무한열차편,중간중간 눈물 나올 뻔 한 장면들이 있었다 마지막에 멧돼지 머리가 자기도 울면서 울지말라고 지나간 것은 잊고 수련이나 하라고 할 때 울컥했다가 노랑머리한테 박치기 하고나서 체크무니한테 연속펀치하는 거 보고 웃음이 나왔다 렌고쿠가 엄마한테 인정받고 기분좋게 죽어서 다행이란 생각이 들었고 네츠코가 귀여웠다 귀칼이라는 거를 처음 봤는데 렌고쿠가 죽은 소식을 전해들은 지들도 악당처럼 살벌하게 생긴 애들이 오니를 꼭 죽인다고 하니까 되게 기대되고 맘에 들었다 렌고쿠도 뭔가 눈하며 생긴게 악당처럼도 생겼는데 그런 애가 우리편이라는게 나는 더 재미를 느꼈다 무섭게 생긴애랑 착하게 생긴애가 싸우는 것보다 무섭게 생긴애랑 착하게 생긴애가 싸우는게 훨씬 흥미진진하고 전에 보지 못한 류 같아서 다른 편들도 찾아보고 싶은 마음이 생겼다 보는 내내 별 거 없네하다가 와 미쳤다 의 반복이었던 것 같다,9.0,1
595,17998085,355,제시카차스테인도 선택을 잘못할 수 있지,4.0,0
596,17998084,이상한 나라의 수학자,감동적인 내용과 최민식의 연기,8.0,1
597,17998083,더 배트맨,존나길다,8.0,1
598,17998081,미드웨이,미국판 명량 왜구들 쓸려나가는 거 보는 재미가 있음,8.0,1
599,17998080,인민을 위해 복무하라,두번 씻고와 에서 깨달았다 이것은 성인 코미디 영화라는 것을 네이버 이놈들 장르 구분을 잘못했음,10.0,1
600,17998079,문폴,처음으로 평점 안보고 예매하고 극장에 앉았는데평가를 보니 앞으로 시간이 깜깜하네차라리 스타크래프트를 할걸 그랬나,6.0,0
601,17998078,킹메이커,촬영 테크닉이 좋음,6.0,0
602,17998077,더 배트맨,악당 캐릭터가 기대 보다 너무 평범해서 몰입감이 점점 떨어짐 시간넘게 배트맨과의 의리로 봄,7.0,0
603,17998076,극장판 주술회전 0,고죠 사토루의 아름다운 눈동자를 스크린으로 감상할 수 있다는 사실 자체로 백점만점 액션이며 감동이며 최고다 그리고 엔딩으로 흐르는 의 여운도 최고 쿠키까지 꼭 보고 일어나시길,10.0,1
604,17998075,집으로 가는 길,펑펑 울었다 내 얘기라 생각하니,10.0,1
605,17998074,맨 인 더 다크 2 ,못지않은 재미가있네요 ㅋ 약간 심심할거를 잔인연출로 매꾼느낌 ㅋ,8.0,1
606,17998073,문폴,영화가 시작하고 한자 로고가 보일때 걱정이 시작되었다,6.0,0
607,17998072,스파이더맨: 노 웨이 홈,스토리 너무 짜증만 남 다만 삼스파 등장부턴 심장이 뛰었습니다 구출 씬에선 같이 눈물 흘림ㅜㅜ,6.0,0
608,17998071,더 배트맨,호불호 갈릴만 하겠는 영화 하지만 어둡고 빌런들에게 공포의 대상이 되는 배트맨의 모습이 진짜 배트맨 다웠음 조커도 그렇고 가 이제 영화를 만드는 가닥이 잡혀가는 것 같아 기대됨 그리고 배트맨 테마가 오래 기억에 남을듯 함 둥 둥둥 둥,10.0,1
609,17998070,프리 가이,상상을 현실로 만드는 기술 헐리우드 영화만이 만들수 있는,8.0,1
610,17998069,조작된 도시,정말 재밌습니다,10.0,1
611,17998068,기적,중간중간에 코믹 포인트 좋았어요 윤아랑 연기할때 손톱보여줄때 문제맞추기할때 이성민이 술잔돌리랑할때 뿜었다,10.0,1
612,17998067,도어맨,존나  답답한게 여자주인공은 총을 사용할 생각을안하네 억지스럽고 손발이 오그라드는 스토리에 몰입이 안됨,2.0,0
613,17998064,더 배트맨,지린다지린다지린다지린다,10.0,1
614,17998063,낙원의 밤,난 재밌던데 평점이 너무 낮네,10.0,1
615,17998062,기적,말하고 싶은 게 뭔데 박정민때문에 봣는데 스토리가 영,4.0,0
616,17998061,안테벨룸,정말 대단한 영화기대 이상입니다 꼭 보세요,10.0,1
617,17998060,판의 미로 - 오필리아와 세 개의 열쇠,정말 아름답고 한편으로는 또 슬픈 전쟁 속 현실과 어린아이의 동심 두가지가 아주 독특하면서 두가지의 장르가 합쳐진 것 같았어요,10.0,1
618,17998058,이상한 나라의 수학자,올해 들어서 본 첫 한국영화 최민식이라는 배우가 나와서 기대하고 봤습니다 수학이라는 장르로 시도한 영화 처음에는 재미 없고 평이 안좋을거다 생각했습니다 우연히 영화를 봤습니다 재미 있고 감동적이고 연출 연기 스토리 모든게 맘에 들었고 묘하게 수학에 빠져 드는것처럼 몰입하면서 보게 되고 저는 이영화 실패작이라 생각이 안듭니다 잘만들었다고 생각이 듭니다 아직 안보신분들 계실까봐 스포는 하지 않고 안보셨다면 상영 끝나기 전에 보시는걸 추천 드립니다,10.0,1
619,17998057,문폴,냉정하게 평점 점대는 나올영화다 걱정하지말고 봐라 영상미하나로 본전 뽑는다,8.0,1
620,17998056,더 배트맨,어두운 추리영화한편 본젓 같다,8.0,1
621,17998055,해리 포터와 불사조 기사단,언제봐도 재미있는,10.0,1
622,17998054,덩케르크,소리로 전해지는 공포감,10.0,1
623,17998053,고질라,이게 점대 초반이라고,10.0,1
624,17998052,스펜서,압도당하는 크리스틴 원맨쇼,10.0,1
625,17998051,더 배트맨,기대이상으로 재밌었던 영화,10.0,1
626,17998050,더 배트맨,도망가세요 도망가 제발,2.0,0
627,17998049,문폴,누군가 이걸 보려하면 말렸으면,2.0,0
628,17998047,더 배트맨,개인적으로 괜찮게 본영화라 생각이 듭니다 특히 주제가 배트맨이고 그내용을 잘다룬 영화라 생각듭니다 영화가 길어서 지루 하고 재미없을거라고 생각이 들었지만 전혀 그런게 없었고 묘하게 기존에 시리즈 인 다크나이트처럼 화려하지는 않아도 스케일이나 연출 배우분들의 연기 스토리 영상미 모든게 좋았고 특히 새로운 배트맨모습을 볼수 있어서 시간 정도 되는 영화 지만 정말 재미게 보았고 특히 아쉬운건 첫등장씬이 많이 아쉽지만 그래도 잘봤습니다 아직 못보신분들이 계실까봐 스포는 하지 않고 잘생각하셔서 아직 보지 못하셨다면 상영이 끝나기 전에 한번은 보셨으면 합니다,10.0,1
629,17998046,기적,서울사람이 쓰는  사투리 ㅜㅜ윤아,10.0,1
630,17998045,더 배트맨,진짜 액션만 어떻게든 살릴려고 별 지 다 했는데 이야기 전개며 액션이며 다 최악중의 악이었습니다 절대 보지마세요,1.0,0
631,17998044,더 배트맨,리들러의 수수께끼마냥 뒤죽박죽된 스토리 컨셉미술배우연기 전부 완벽했는데 각본이 모든걸 망침 시간동안 고문당는 느낌,6.0,0
632,17998043,문폴,저는 개인적인 생각인데요 스토리나 영상미는 괜찮았습니다 근데 연출이나 연기는 뭔가 살짝 아쉬운점이 들었고 액션은 별로 였고 특히 달이 지구에 충돌하는 영화라 길래 친구와 함께 봤습니다 근데 친구는 괜찮다고는 하는데 저는 투모로우 만드신 감독의 작품이라서 기대를 많이 하고 본거고 특히 재미있을 정도는 아닙니다 그래도 그래비티나 인테스텔라 정도의 스케일은 아니였지만 호불오가 길릴수 있는 영화이기에 신중하게 생각하시고 만약에 보실 생각이 든다면 이영화의 예고편을 보시거나 평점보시고  나서 예매 해서 보시는것을 추천드립니다,7.0,0
633,17998042,애덤 프로젝트,감동적인 영화입니다,10.0,1
634,17998041,엔칸토: 마법의 세계,누가 디즈니를 보고 진부하다고 하는가 이렇게 노골적으로 개혁적인데도 재미있고 의미있게 그려냈다마법의 세계 일상이 마법인 세계 이제 우리에게 필요한게 무엇인지 생각하게 하는 영화,10.0,1
635,17998040,킹메이커,연출과 배우들의 연기가 정말 좋은 영화입니다 오랜만이네요,9.0,1
636,17998039,스펜서,크리스틴 연기 최고,9.0,1
637,17998038,47미터 2,개 암덩이 영화 스토리가 빈약하면 암덩이 도배 테크트리 타는데 이영화는 암 그자체임,1.0,0
638,17998037,이상한 나라의 수학자,장르가 코미디 영화네요,4.0,0
639,17998036,귀를 기울이면,재밌네요 과거가 생각나는 영화,10.0,1
640,17998035,판도라,문재인 탈원전하게 만든영화 ㅋㅋ레전드 문재인,10.0,1
641,17998034,애덤 프로젝트,재미있게 보았어요ㅎㅎ,10.0,1
642,17998032,이상한 나라의 수학자,최민식 배우님은 말할것도 없고 어린배우분들 연기도 너무 좋았어요다만 결말은 좀 아쉬웠어요파이 송 넘 좋아요,8.0,1
643,17998031,문폴,완벽한  하지만 너무나 충격적이다 미래부터 재난까지 어휴 어렵다,10.0,1
644,17998030,황제를 위하여,시나리오 부실공사남자배우 둘이 아깝이태임은 류 배우전락쓸데없이 벗었네,6.0,0
645,17998029,문폴,간만에 재밌게 봤어요굿,10.0,1
646,17998026,문폴,보다가 중간에 나와도 되는 영화,5.0,0
647,17998027,고양이들의 아파트,나름 애묘인을 자처하는데도이 이야기가 영화로 만들어지지 않았으면 이런 일이 일어났는지도 몰랐을 거라는 사실이 여러 생각을 들게 합니다많은 분들이 이 영화를 보셨으면 좋겠습니다,10.0,1
648,17998025,노무현입니다,너무 보고싶습니다 노무현대통령님 ㅜ,10.0,1
649,17998024,문폴,스토리 전개가 당황스러웠음 이게뭐람,6.0,0
650,17998023,스펜서,나랑 안 맞는 영화였네,7.0,0
651,17998021,문폴,이 영화를 재미없다고 하는 사람들의 기준은 도대체 무엇인지 물어보고싶다이런 내용을 책이나 영화가 아니면 어디서 봐야하는건가요 영화이기에 생각할수있는 내용이고 영화가 아니라면 이렇게 실사화해서 볼수있나요 가설과 상상으로 창작해서 이렇게 현실적인 내용과 영상미를 만들어준 감독에게 진심으로 너무너무 감사합니다,10.0,1
652,17998018,문폴,문폴 문폴 문폴 문폴 문폴 먼폴,2.0,0
653,17998017,스펜서,스펜서 좋아요 스펜서 스펜서,6.0,0
654,17998016,리스타트,시원한액션 영화끝은좀 아쉽,10.0,1
655,17998015,리스타트,다 좋은데 살면서 본 영화중 결말이 손에 꼽힐 만큼 어이없음,7.0,0
656,17998014,잭 리처: 네버 고 백,터지지는 않지만 못 볼정도는 아님,8.0,1
657,17998013,더 배트맨,개인적으로는 가장 완벽한 배트맨이 아니었나 싶다 영화로서 완벽하다기보다는 내가 가장 원했던 배트맨의 모습 빨리 후속작을 내놔라  이놈들아,8.0,1
658,17998012,동갑내기 과외하기,클리셰 로코 원탑임ㅋㅋㅋ 김지우 정우 공유의 신인 시절 보는 것도 재밌음,10.0,1
659,17998010,미드나이트,배우들 연기 진짜 잘하네요,10.0,1
660,17998009,1987,최고의 영화그시대의 기록,10.0,1
661,17998008,메리 미,어느정도 예상은 했지만 너무너무 진부함,5.0,0
662,17998005,더 배트맨,년 최고의 영화,10.0,1
663,17998004,미스터 & 미세스 스미스,아직도 이만큼 재밌고 정석적인 영화가 드물다,10.0,1
